timestamp,plugins_failed_to_compile_count,plugins_description_db_corrupted,plugins_code_db_corrupted,kbytes_received,kbytes_sent,avg_dns_lookup_time,num_dns_lookups,avg_rdns_lookup_time,num_rdns_lookups,nessus_cpu,cpu_load_avg,nessus_log_disk_free,nessus_log_disk_total,nessus_data_disk_free,nessus_data_disk_total,temp_disk_free,temp_disk_total,num_tcp_sessions,nessus_vmem,nessus_mem,sys_ram_used,sys_ram,sys_cores,num_hosts,num_scans
1711391448,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391478,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391508,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391538,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391568,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391598,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391628,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391658,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391688,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391718,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391748,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,161,,257804,255,0,0
1711391778,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391808,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391838,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391868,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391898,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391928,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391958,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711391988,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392018,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392048,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392078,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392108,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392138,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392168,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392198,0,0,0,0,0,0,0,0,0,0,0,529672,750920,529672,750920,529672,750920,0,255,162,,257804,255,0,0
1711392228,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392258,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392288,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392318,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392348,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392378,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392408,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392438,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392468,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392498,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392528,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392558,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392588,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392618,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392648,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392678,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392708,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392738,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392768,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392798,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392828,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,161,,257804,255,0,0
1711392858,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,161,,257804,255,0,0
1711392888,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,161,,257804,255,0,0
1711392918,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392948,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711392978,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393008,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393038,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393068,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393098,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393128,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393158,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393188,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393218,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393248,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393278,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393308,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393338,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393368,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393398,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393428,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393459,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393489,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393519,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393549,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393579,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393609,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393639,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393669,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393699,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393729,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393759,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393789,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393819,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393849,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393879,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393909,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393939,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393969,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711393999,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394029,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394059,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394089,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394119,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394149,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394179,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394209,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394239,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394269,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394299,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394329,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394359,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394389,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394419,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394449,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394479,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394509,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394539,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394569,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394599,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394629,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394659,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394689,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394719,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394749,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394779,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394809,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394839,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394869,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394899,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394929,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394959,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711394989,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395019,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395049,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395079,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395109,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395139,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395169,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395199,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395229,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395259,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395289,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395319,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395349,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395379,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395409,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395439,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395469,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395499,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395529,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395559,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395589,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395619,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395649,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395679,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395709,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395739,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395769,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395799,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395829,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395859,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395889,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395919,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395949,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711395979,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396009,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396039,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396069,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396099,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396129,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396159,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396189,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396219,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396249,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396279,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396309,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396339,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396369,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396399,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396429,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396459,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396489,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396519,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396549,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396579,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396609,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396639,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396669,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396699,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396729,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396759,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396789,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396819,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396849,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396879,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396909,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396939,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396969,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711396999,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397029,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397059,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397089,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397119,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397149,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397179,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397209,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397239,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397269,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397299,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397329,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397359,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397389,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397419,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397449,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397479,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
1711397509,0,0,0,0,0,0,0,0,0,0,0,529671,750920,529671,750920,529671,750920,0,255,162,,257804,255,0,0
